info, 1, /workspace/perf_tester/corpus/akka/akka-actor/target/scala-2.12/classes
header,id,phaseId,phaseName,type,id,comment,wallClockTimeMs,idleTimeMs,cpuTimeMs,userTimeMs,allocatedMB,retainedHeapMB,gcTimeMs
data,3,9,xsbt-api,single,-1,--, 796.189336,0.0,770.747,765.324,322.899968,81.778384,17
data,3,9,xsbt-api,total,-1,--, 796.189336,0.0,770.747,765.324,322.899968,81.778384,17
data,3,10,xsbt-dependency,single,-1,--, 162.084638,0.0,161.398,160.711,82.81752,82.866904,0
data,3,10,xsbt-dependency,total,-1,--, 162.084638,0.0,161.398,160.711,82.81752,82.866904,0
GC,133789, 133804
data,3,11,refchecks,single,-1,--, 407.504253,0.0,389.977,387.3,74.470344,-180.567272,15
data,3,11,refchecks,total,-1,--, 407.504253,0.0,389.977,387.3,74.470344,-180.567272,15
data,3,12,uncurry,single,-1,--, 332.025145,0.0,329.826,327.886,62.92976,62.66748,0
data,3,12,uncurry,total,-1,--, 332.025145,0.0,329.826,327.886,62.92976,62.66748,0
data,3,13,fields,single,-1,--, 169.246013,0.0,167.562,166.361,30.267656,28.918624,0
data,3,13,fields,total,-1,--, 169.246013,0.0,167.562,166.361,30.267656,28.918624,0
data,3,14,tailcalls,single,-1,--, 101.576918,0.0,100.122,99.41,14.684848,14.459256,0
data,3,14,tailcalls,total,-1,--, 101.576918,0.0,100.122,99.41,14.684848,14.459256,0
data,3,15,specialize,single,-1,--, 403.56035,0.0,399.791,395.776,101.618008,101.231712,0
data,3,15,specialize,total,-1,--, 403.56035,0.0,399.791,395.776,101.618008,101.231712,0
GC,135089, 135118
data,3,16,explicitouter,single,-1,--, 221.285936,0.0,187.512,185.626,32.871144,-206.22104,29
data,3,16,explicitouter,total,-1,--, 221.285936,0.0,187.512,185.626,32.871144,-206.22104,29
data,3,17,erasure,single,-1,--, 1202.715274,0.0,1193.544,1186.46,206.097784,203.2826,0
data,3,17,erasure,total,-1,--, 1202.715274,0.0,1193.544,1186.46,206.097784,203.2826,0
data,3,18,posterasure,single,-1,--, 155.72411,0.0,152.996,152.065,17.458816,20.318904,0
data,3,18,posterasure,total,-1,--, 155.72411,0.0,152.996,152.065,17.458816,20.318904,0
GC,136715, 136744
